223.397	-20	-76.6032
263.397	-20	-56.6032
263.397	20	-56.6032
223.397	20	-76.6032
#

223.397	-20	-76.6032
263.397	-20	-96.6032
263.397	20	-96.6032
223.397	20	-76.6032
#

223.397	-20	-76.6032
183.397	-20	-96.6032
183.397	20	-96.6032
223.397	20	-76.6032
#

223.397	-20	-76.6032
183.397	-20	-56.6032
183.397	20	-56.6032
223.397	20	-76.6032
#

223.397	-20	-76.6032
263.397	-20	-56.6032
263.397	20	-56.6032
223.397	20	-76.6032
#

